category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorlastnamefirst	authorlastnamestrong	linkedtags	sourceline	rightsline
Management	Michael Lopp	Managing Humans: Biting and Humorous Tales of a Software Engineering Manager	3	Book	Copyright	2007	159059844X	Delegation is a slippery slope	<p> The act of delegation is a slippery slope for managers. Yes, you want to figure out how not to be a bottleneck in your organization and, yes, you want to figure out how to scale, but you also want to continue to get your hands dirty. Members Only's problem was he believed his job was purely strategic. Think big thoughts; delegate the results of those thoughts to minions. He was a pure delegator and he'd forgotten how to do real work. </p> <p> Pure delegators are slowly becoming irrelevant to their organizations. </p>	Michael Lopp					2008-10-24T07:56:49-07:00		147	Apress		13	michael_lopp	Lopp, Michael	Michael <strong>Lopp</strong>	<a href='../tags/management' rel='tag'>Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing Humans: Biting and Humorous Tales of a Software Engineering Manager</cite>, <span class='publisher'>Apress</span>, <span class='datepublished'>2007</span>, page&nbsp;<span class='pages'>13</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/159059844X/portablewisdo-20' class='isbn'>159059844X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Michael Lopp</span>
Management	Michael Lopp	Managing Humans: Biting and Humorous Tales of a Software Engineering Manager	3	Book	Copyright	2007	159059844X	Involve the team in every decision	<p> As a manager, you are responsible for making great decisions and the best way to do that is to involve as much of the team as possible in every decision. </p> <p> Your team is collectively smarter than you simply because there are more of them. More importantly, by including them in the decision process and creating a team where they feel they can say no, you're creating trust. </p>	Michael Lopp					2008-10-24T10:02:17-07:00		148	Apress		70	michael_lopp	Lopp, Michael	Michael <strong>Lopp</strong>	<a href='../tags/management' rel='tag'>Management</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing Humans: Biting and Humorous Tales of a Software Engineering Manager</cite>, <span class='publisher'>Apress</span>, <span class='datepublished'>2007</span>, page&nbsp;<span class='pages'>70</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/159059844X/portablewisdo-20' class='isbn'>159059844X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Michael Lopp</span>
Management, Software Development	Michael Lopp	Managing Humans: Biting and Humorous Tales of a Software Engineering Manager	3	Book	Copyright	2007	159059844X	Managers can't forget how to develop software	<p> With smaller teams doing more for less, removing yourself from the code strikes me as a bad career move. Even in a monstrous company laded with policy, process, and politics, you can't forget how to develop software. And how to develop software is changing. Now. Right under your feet, this very second. </p> <p> How in the world are you going to scale if you're slowly forgetting how software is made? </p> <p> I'm happy you're about to confuse your team by swimming in the developer pool. The simple fact is that well-defined roles in software development are fading. </p> <p> Everybody is talking to everybody else and they're learning from each other's mistakes ... and there's no reason that a manager shouldn't be participating in thes massive global cross-pollination .... </p> <p> Besides, you want to be a part of a team of interchangeable parts. Not only does this make your team more nimble, it presents each person with the opportunity to see the product and the company from a vastly different perspective. </p>	Michael Lopp					2008-10-24T08:10:40-07:00		149	Apress		49-50	michael_lopp	Lopp, Michael	Michael <strong>Lopp</strong>	<a href='../tags/management' rel='tag'>Management</a>, <a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing Humans: Biting and Humorous Tales of a Software Engineering Manager</cite>, <span class='publisher'>Apress</span>, <span class='datepublished'>2007</span>, pages&nbsp;<span class='pages'>49-50</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/159059844X/portablewisdo-20' class='isbn'>159059844X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Michael Lopp</span>
Meetings	Michael Lopp	Managing Humans: Biting and Humorous Tales of a Software Engineering Manager	3	Book	Copyright	2007	159059844X	Once-a-week Meetings	<p> Once-a-week meetings are a study in futility because folks forget everything during the course of a weekend and meetings end up rehashing the same thoughts from the week before. </p>	Michael Lopp					2008-10-24T10:20:02-07:00		150	Apress		85	michael_lopp	Lopp, Michael	Michael <strong>Lopp</strong>	<a href='../tags/meetings' rel='tag'>Meetings</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing Humans: Biting and Humorous Tales of a Software Engineering Manager</cite>, <span class='publisher'>Apress</span>, <span class='datepublished'>2007</span>, page&nbsp;<span class='pages'>85</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/159059844X/portablewisdo-20' class='isbn'>159059844X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Michael Lopp</span>
Software Development	Nathaniel S. Borenstein	Programming As If People Mattered: Friendly Programs, Software Engineering, and Other Noble Delusions	3	Book	Copyright	1991	0691087520	Judgments of Users	<p> You [the software developer] will need humility to recognize that the users are always the final and most appropriate judges of your work. Even though you're the expert in interpreting your users&#8217; comments and meeting their needs, their judgments of your work are final and without appeal. </p>	Princeton University Press					2006-11-30T14:29:31-08:00		76				nathaniel_s_borenstein	Borenstein, Nathaniel S.	Nathaniel S. <strong>Borenstein</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Programming As If People Mattered: Friendly Programs, Software Engineering, and Other Noble Delusions</cite>, <span class='datepublished'>1991</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0691087520/portablewisdo-20' class='isbn'>0691087520</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1991</span> by <span class='rightsowner'>Princeton University Press</span>
Software Development.Design	Paul Heckel	The Elements of Friendly Software Design	3	Book	Copyright	1982	0446380407	Software Designer as Communications Artist	<p> In short, the software designer must learn to think like a communicator and to practice an artistic craft as well as an engineering one. </p>	Paul Heckel					2006-11-30T14:29:31-08:00		77				paul_heckel	Heckel, Paul	Paul <strong>Heckel</strong>	<a href='../tags/software_development-design' rel='tag'>Software Development.Design</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Elements of Friendly Software Design</cite>, <span class='datepublished'>1982</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0446380407/portablewisdo-20' class='isbn'>0446380407</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1982</span> by <span class='rightsowner'>Paul Heckel</span>
Business	Peter Senge	The Fifth Discipline: The Art and Practice of the Learning Organization	3	Book	Copyright	1990	0385260946	Learning from Experience	<p> The most powerful learning comes from direct experience. But what happens when we can no longer observe the consequences of our actions? Herein lies the core <i>learning dilemma</i> that confronts organizations:<i> we learn best from experience but we never directly experience the consequences of many of our most important decisions.</i> The most critical decisions made in organizations have systemwide consequences that stretch over years or decades. </p>	Peter M. Senge.					2006-11-30T14:29:32-08:00		78				peter_senge	Senge, Peter	Peter <strong>Senge</strong>	<a href='../tags/business' rel='tag'>Business</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Fifth Discipline: The Art and Practice of the Learning Organization</cite>, <span class='datepublished'>1990</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0385260946/portablewisdo-20' class='isbn'>0385260946</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1990</span> by <span class='rightsowner'>Peter M. Senge.</span>
Software Development	Peter van der Linden	Not Just Java	3	Book	Copyright	1999, 1997	0130796603	Java	<p> Simplicity and ease of use are cornerstones for Java and help explain why take-up on the language has been so swift. The world is now putting C++ aside as it migrates to Java. Those MIS organizations that never detoured into C++ can now leapfrog it entirely and retool their COBOL programmers for the world of network-centric computing. </p>	Sun Microsystems, Inc.					2006-11-30T14:29:32-08:00		79				peter_van_der_linden	Linden, Peter van der	Peter van der <strong>Linden</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Not Just Java</cite>, <span class='datepublished'>1999, 1997</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130796603/portablewisdo-20' class='isbn'>0130796603</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999, 1997</span> by <span class='rightsowner'>Sun Microsystems, Inc.</span>
Consistency	Ralph Waldo Emerson	Essential Writings of Ralph Waldo Emerson	3	Essay		1841	1425341438	A foolish consistency	<p> A foolish consistency is the hobgoblin of little minds, adored by little statesmen and philosophers and divines. </p>			Self-Reliance			2007-02-16T06:17:11-08:00		80				ralph_waldo_emerson	Emerson, Ralph Waldo	Ralph Waldo <strong>Emerson</strong>	<a href='../tags/consistency' rel='tag'>Consistency</a>	the <span class='sourcetype'>Essay</span> <cite class='majortitle'>Essential Writings of Ralph Waldo Emerson</cite>, <cite class='minortitle'>&#8220;Self-Reliance&#8221;</cite>, <span class='datepublished'>1841</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1425341438/portablewisdo-20' class='isbn'>1425341438</a> 	
Community	Ray Oldenburg	The Great Good Place	3	Book	Copyright	1989	1569246815	The Third Place	<p> Most needed are those &#8216;third places&#8217; which lend a public balance to the increased privatization of home life. Third places are nothing more than informal public gathering places. The phrase &#8216;third places&#8217; derives from considering our homes to be the &#8216;first&#8217; places in our lives, and our work places the &#8216;second.&#8217; </p>	Ray Oldenburg					2009-02-04T07:47:47-08:00		173	Da Capo Press	Cambridge, Massachusetts		ray_oldenburg	Oldenburg, Ray	Ray <strong>Oldenburg</strong>	<a href='../tags/community' rel='tag'>Community</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Great Good Place</cite>, <span class='city'>Cambridge, Massachusetts</span>: <span class='publisher'>Da Capo Press</span>, <span class='datepublished'>1989</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1569246815/portablewisdo-20' class='isbn'>1569246815</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1989</span> by <span class='rightsowner'>Ray Oldenburg</span>
